mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
91	91	753	753	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	#	
91	91	754	754	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	966										
92	92	757	757	0.5	1/4	1/4	Chord	4/2	3	1	1/8	1/8	1	967	E									
92	92	1515/2	1515/2	0.5	3/8	3/8	Chord	4/2	3	1	1/8	1/8	1	968	per-									
92	92	758	758	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	969	-te									
92	92	759	759	0.5	3/4	3/4	Chord	4/2	3	1	1/8	1/8	1	970	Tir-									
92	92	1519/2	1519/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	971	-si									
92	92	760	760	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	972	mio									
92	92	761	761	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	973	ri-									
92	92	762	762	1.5	3/2	3/2	Chord	4/2	3	1	3/8	1/4	3/2	974	-me-									
92	92	1527/2	1527/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	975	-niil									
92	92	756	756	4.0	0	0	Chord	4/2	21	1	1	1	1	976										
92	92	760	760	4.0	1	1	Chord	4/2	21	1	1	1	1	977										
93	93	764	764	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	978	So-									
93	93	766	766	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	979	-le									
93	93	768	768	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	980	Sem-									
93	93	769	769	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	981	-pre									
93	93	1539/2	1539/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	982	le									
93	93	770	770	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	983	no-									
93	93	771	771	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	984	-tte,ei									
93	93	764	764	4.0	0	0	Chord	4/2	21	1	1	1	1	985										
93	93	768	768	4.0	1	1	Chord	4/2	21	1	1	1	1	986										
94	94	772	772	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	987	di-									
94	94	773	773	2.0	1/4	1/4	Chord	4/2	3	1	1/2	1/2	1	988	-lieti,e									
94	94	775	775	0.25	3/4	3/4	Chord	4/2	3	1	1/16	1/16	1	989										
94	94	3101/4	3101/4	0.25	13/16	13/16	Chord	4/2	3	1	1/16	1/16	1	990										
94	94	1551/2	1551/2	0.25	7/8	7/8	Chord	4/2	3	1	1/16	1/16	1	991										
94	94	3103/4	3103/4	0.25	15/16	15/16	Chord	4/2	3	1	1/16	1/16	1	992										
94	94	776	776	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	993										
94	94	777	777	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	994	ri-									
94	94	778	778	1.5	3/2	3/2	Chord	4/2	3	1	3/8	1/4	3/2	995	-den-									
94	94	1559/2	1559/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	996										
94	94	772	772	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	997										
94	94	774	774	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	998										
94	94	776	776	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	#	
94	94	776	776	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	999										
94	94	777	777	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	11	
94	94	778	778	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	11	
94	94	778	778	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1000										
94	94	779	779	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	#	
95	95	780	780	4.0	0	0	Chord	4/2	3	1	1	1	1	1001	-ti									
95	95	784	784	3.0	1	1	Chord	4/2	4	1	3/4	1/2	3/2	1002	Las-									
95	95	787	787	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1003	-sa									
95	95	780	780	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
95	95	780	780	4.0	0	0	Chord	4/2	21	1	1	1	1	1004										
95	95	784	784	4.0	1	1	Chord	4/2	21	1	1	1	1	1005										
96	96	790	790	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1006	che									
96	96	791	791	0.5	3/4	3/4	Chord	4/2	4	1	1/8	1/8	1	1007	di									
96	96	1583/2	1583/2	0.5	7/8	7/8	Chord	4/2	4	1	1/8	1/8	1	1008	spa									
96	96	792	792	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1009	ven-									
96	96	794	794	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1010	-to,									
96	96	788	788	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
96	96	788	788	8.0	0	0	Chord	4/2	21	1	2	2	1	1011										
97	97	797	797	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1012	e									
97	97	798	798	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1013	di									
97	97	799	799	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1014	pie-									
97	97	800	800	4.0	1	1	Chord	4/2	4	1	1	1	1	1015	-ta									
97	97	796	796	0.0	0	0	FiguredBass	4/2	21	1	0											1	b	
97	97	796	796	8.0	0	0	Chord	4/2	21	1	2	2	1	1016										
98	98	804	804	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1017										
98	98	806	806	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1018	te									
98	98	810	810	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1019	Ge									
98	98	811	811	0.5	7/4	7/4	Chord	4/2	4	1	1/8	1/8	1	1020	la									
98	98	1623/2	1623/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	1021	mil									
98	98	804	804	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	4	
98	98	804	804	4.0	0	0	Chord	4/2	21	1	1	1	1	1022										
98	98	806	806	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
98	98	808	808	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
98	98	808	808	4.0	1	1	Chord	4/2	21	1	1	1	1	1023										
99	99	812	812	3.0	0	0	Chord	4/2	4	1	3/4	1/2	3/2	1024	cor									
99	99	815	815	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1025	nel									
99	99	816	816	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1026	se-									
99	99	818	818	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1027	-no									
99	99	812	812	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
99	99	812	812	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1028										
99	99	814	814	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1029										
99	99	816	816	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	4	
99	99	816	816	4.0	1	1	Chord	4/2	21	1	1	1	1	1030										
99	99	818	818	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	#3	
100	100	822	822	1.5	1/2	1/2	Chord	4/2	4	1	3/8	1/4	3/2	1031	Mi-									
100	100	1647/2	1647/2	0.5	7/8	7/8	Chord	4/2	4	1	1/8	1/8	1	1032	-se-									
100	100	824	824	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1033	-ra-									
100	100	827	827	0.5	7/4	7/4	Chord	4/2	4	1	1/8	1/8	1	1034	-bil									
100	100	1655/2	1655/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	1035	bel-									
100	100	820	820	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
100	100	820	820	4.0	0	0	Chord	4/2	21	1	1	1	1	1036										
100	100	824	824	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
100	100	824	824	4.0	1	1	Chord	4/2	21	1	1	1	1	1037										
100	100	826	826	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	4	
101	101	828	828	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1038	-ta-									
101	101	830	830	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1039	-te									
101	101	833	833	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1040	Com									
101	101	834	834	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1041	'in									
101	101	835	835	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1042	un									
101	101	828	828	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
101	101	828	828	4.0	0	0	Chord	4/2	21	1	1	1	1	1043										
101	101	832	832	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
101	101	832	832	4.0	1	1	Chord	4/2	21	1	1	1	1	1044										
102	102	836	836	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1045	pun-									
102	102	838	838	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1046	-to									
102	102	842	842	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1047	ohi-									
102	102	836	836	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
102	102	836	836	4.0	0	0	Chord	4/2	21	1	1	1	1	1048										
102	102	840	840	0.0	1	1	FiguredBass	4/2	21	1	0											1	b	
102	102	840	840	4.0	1	1	Chord	4/2	21	1	1	1	1	1049										
103	103	844	844	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1050										
103	103	846	846	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1051	-me									
103	103	849	849	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1052	ve-									
103	103	850	850	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1053	-ni-									
103	103	844	844	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
103	103	844	844	4.0	0	0	Chord	4/2	21	1	1	1	1	1054										
103	103	848	848	4.0	1	1	Chord	4/2	21	1	1	1	1	1055										
104	104	852	852	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1056										
104	104	854	854	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1057	-sti									
104	104	856	856	4.0	1	1	Chord	4/2	4	1	1	1	1	1058	me-									
104	104	852	852	0.0	0	0	FiguredBass	4/2	21	1	0											1/4	#	
104	104	852	852	4.0	0	0	Chord	4/2	21	1	1	1	1	1059										
104	104	853	853	0.0	1/4	1/4	FiguredBass	4/2	21	1	0											1/4	10	
104	104	854	854	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	11	
104	104	856	856	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	5	
104	104	856	856	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1060										
104	104	858	858	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	6	
104	104	858	858	1.0	3/2	3/2	Chord	4/2	21	1	1/4	1/4	1	1061										
104	104	859	859	1.0	7/4	7/4	Chord	4/2	21	1	1/4	1/4	1	1062										
105	105	860	860	4.0	0	0	Chord	4/2	4	1	1	1	1	1063	-no									
105	105	860	860	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	4	
105	105	860	860	4.0	0	0	Chord	4/2	21	1	1	1	1	1064										
105	105	862	862	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	#3	
105	105	863	863	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	2	
105	105	864	864	0.0	1	1	FiguredBass	4/2	21	1	0											1	#3	
105	105	864	864	4.0	1	1	Chord	4/2	21	1	1	1	1	1065										
106	106	868	868	3.0	0	0	Chord	4/2	4	1	3/4	1/2	3/2	1066	Ahi									
106	106	871	871	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1067	che									
106	106	872	872	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1068	lam-									
106	106	873	873	0.5	5/4	5/4	Chord	4/2	4	1	1/8	1/8	1	1069	-po,o									
106	106	1747/2	1747/2	0.5	11/8	11/8	Chord	4/2	4	1	1/8	1/8	1	1070	ba									
106	106	874	874	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1071	le									
106	106	875	875	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1072	no									
106	106	868	868	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
106	106	868	868	8.0	0	0	Chord	4/2	21	1	2	2	1	1073										
107	107	877	877	0.5	1/4	1/4	Chord	4/2	4	1	1/8	1/8	1	1074	In									
107	107	1755/2	1755/2	0.5	3/8	3/8	Chord	4/2	4	1	1/8	1/8	1	1075	no-									
107	107	878	878	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1076	-ttur-									
107	107	879	879	0.5	3/4	3/4	Chord	4/2	4	1	1/8	1/8	1	1077	-no									
107	107	1759/2	1759/2	0.5	7/8	7/8	Chord	4/2	4	1	1/8	1/8	1	1078	se-									
107	107	880	880	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1079	-ren									
107	107	881	881	1.0	5/4	5/4	Chord	4/2	4	1	1/4	1/4	1	1080	ben									
107	107	882	882	1.5	3/2	3/2	Chord	4/2	4	1	3/8	1/4	3/2	1081	rat									
107	107	1767/2	1767/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	1082	to									
107	107	876	876	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
107	107	876	876	4.0	0	0	Chord	4/2	21	1	1	1	1	1083										
107	107	880	880	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
107	107	880	880	4.0	1	1	Chord	4/2	21	1	1	1	1	1084										
108	108	884	884	1.0	0	0	Chord	4/2	4	1	1/4	1/4	1	1085	fu-									
108	108	885	885	1.0	1/4	1/4	Chord	4/2	4	1	1/4	1/4	1	1086	-gge									
108	108	887	887	0.5	3/4	3/4	Chord	4/2	4	1	1/8	1/8	1	1087	Ma									
108	108	1775/2	1775/2	0.5	7/8	7/8	Chord	4/2	4	1	1/8	1/8	1	1088	piu									
108	108	888	888	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1089	ra-									
108	108	889	889	0.5	5/4	5/4	Chord	4/2	4	1	1/8	1/8	1	1090	-pi-									
108	108	1779/2	1779/2	0.5	11/8	11/8	Chord	4/2	4	1	1/8	1/8	1	1091	-da									
108	108	890	890	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1092	l'a-									
108	108	884	884	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
108	108	884	884	4.0	0	0	Chord	4/2	21	1	1	1	1	1093										
108	108	888	888	0.0	1	1	FiguredBass	4/2	21	1	0											2	#	
108	108	888	888	4.0	1	1	Chord	4/2	21	1	1	1	1	1094										
109	109	892	892	1.5	0	0	Chord	4/2	4	1	3/8	1/4	3/2	1095	-le									
109	109	1787/2	1787/2	0.5	3/8	3/8	Chord	4/2	4	1	1/8	1/8	1	1096	A									
109	109	894	894	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1097	ffret									
109	109	896	896	0.5	1	1	Chord	4/2	4	1	1/8	1/8	1	1098										
109	109	1793/2	1793/2	0.5	9/8	9/8	Chord	4/2	4	1	1/8	1/8	1	1099	ta									
109	109	897	897	0.5	5/4	5/4	Chord	4/2	4	1	1/8	1/8	1	1100	huma-									
109	109	1795/2	1795/2	0.5	11/8	11/8	Chord	4/2	4	1	1/8	1/8	1	1101	-na									
109	109	898	898	2.0	3/2	3/2	Chord	4/2	4	1	1/2	1/2	1	1102	vi-									
109	109	892	892	4.0	0	0	Chord	4/2	21	1	1	1	1	1103										
109	109	896	896	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
109	109	896	896	4.0	1	1	Chord	4/2	21	1	1	1	1	1104										
110	110	900	900	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1105	-ta									
110	110	903	903	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1106	al									
110	110	904	904	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1107	di									
110	110	907	907	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1108	fa									
110	110	900	900	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
110	110	900	900	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1109										
110	110	902	902	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
110	110	902	902	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1110										
110	110	904	904	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
110	110	904	904	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1111										
110	110	906	906	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	5	
110	110	906	906	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1112										
111	111	913	913	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	1113	Ohi-									
111	111	914	914	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	1114	-me									
111	111	908	908	4.0	0	0	Chord	4/2	4	1	1	1	1	1115	ta-									
111	111	912	912	1.0	1	1	Chord	4/2	4	1	1/4	1/4	1	1116	-le									
111	111	908	908	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	11	
111	111	908	908	4.0	0	0	Chord	4/2	21	1	1	1	1	1117										
111	111	910	910	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
111	111	912	912	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
111	111	912	912	4.0	1	1	Chord	4/2	21	1	1	1	1	1118										
112	112	1833/2	1833/2	0.5	1/8	1/8	Chord	4/2	2	1	1/8	1/8	1	1119	che									
112	112	917	917	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	1120	fia									
112	112	1835/2	1835/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	1121	gia									
112	112	918	918	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	1122	ma-									
112	112	920	920	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	1123	-i									
112	112	923	923	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	1124	Pur									
112	112	916	916	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
112	112	916	916	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1125										
112	112	918	918	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#6	
112	112	918	918	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1126										
112	112	920	920	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
112	112	920	920	4.0	1	1	Chord	4/2	21	1	1	1	1	1127										
113	113	924	924	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	1128	or									
113	113	925	925	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	1129	tu-									
113	113	926	926	0.5	1/2	1/2	Chord	4/2	2	1	1/8	1/8	1	1130										
113	113	1853/2	1853/2	0.5	5/8	5/8	Chord	4/2	2	1	1/8	1/8	1	1131	-tta									
113	113	927	927	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1132	gio-									
113	113	928	928	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	1133	-io-									
113	113	929	929	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	1134	-sa									
113	113	1859/2	1859/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	1135	Al									
113	113	930	930	0.5	3/2	3/2	Chord	4/2	2	1	1/8	1/8	1	1136	fon-									
113	113	1861/2	1861/2	0.5	13/8	13/8	Chord	4/2	2	1	1/8	1/8	1	1137	-te									
113	113	931	931	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	1138	deg-									
113	113	1863/2	1863/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	1139	-la-									
113	113	924	924	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
113	113	924	924	4.0	0	0	Chord	4/2	21	1	1	1	1	1140										
113	113	928	928	4.0	1	1	Chord	4/2	21	1	1	1	1	1141										
114	114	932	932	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1142	-llor									
114	114	934	934	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	1143	cos-									
114	114	935	935	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	1144	-tei									
114	114	936	936	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	1145										
114	114	937	937	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	1146	la-									
114	114	938	938	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	1147	-scia-									
114	114	932	932	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1148										
114	114	934	934	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1149										
114	114	936	936	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	10	
114	114	936	936	4.0	1	1	Chord	4/2	21	1	1	1	1	1150										
114	114	937	937	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	11	
114	114	938	938	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/4	11	
114	114	939	939	0.0	7/4	7/4	FiguredBass	4/2	21	1	0											1/4	10	
115	115	940	940	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	1151	-i									
115	115	943	943	1.0	3/4	3/4	Chord	4/2	4	1	1/4	1/4	1	1152	O									
115	115	944	944	2.0	1	1	Chord	4/2	4	1	1/2	1/2	1	1153	gior-									
115	115	946	946	1.0	3/2	3/2	Chord	4/2	4	1	1/4	1/4	1	1154	-no									
115	115	947	947	0.5	7/4	7/4	Chord	4/2	4	1	1/8	1/8	1	1155	pie									
115	115	1895/2	1895/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	1156	dan-									
115	115	940	940	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1157										
115	115	942	942	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
115	115	942	942	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1158										
115	115	944	944	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
115	115	944	944	4.0	1	1	Chord	4/2	21	1	1	1	1	1159										
116	116	948	948	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1160	-gos-									
116	116	950	950	1.0	1/2	1/2	Chord	4/2	4	1	1/4	1/4	1	1161	-cia,									
116	116	1903/2	1903/2	0.5	7/8	7/8	Chord	4/2	4	1	1/8	1/8	1	1162	e-									
116	116	952	952	3.0	1	1	Chord	4/2	4	1	3/4	1/2	3/2	1163	-pien									
116	116	955	955	1.0	7/4	7/4	Chord	4/2	4	1	1/4	1/4	1	1164	di									
116	116	948	948	4.0	0	0	Chord	4/2	21	1	1	1	1	1165										
116	116	952	952	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	1166										
116	116	954	954	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	1167										
117	117	960	960	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	1168	Qual									
117	117	961	961	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	1169	co-									
117	117	1923/2	1923/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	1170	-si									
117	117	962	962	1.5	3/2	3/2	Chord	4/2	3	1	3/8	1/4	3/2	1171	ria									
117	117	1927/2	1927/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	1172	no									
117	117	956	956	2.0	0	0	Chord	4/2	4	1	1/2	1/2	1	1173	gu-									
117	117	958	958	2.0	1/2	1/2	Chord	4/2	4	1	1/2	1/2	1	1174	-ai.									
117	117	956	956	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	11	
117	117	956	956	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	1175										
117	117	958	958	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
117	117	958	958	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	1176										
117	117	960	960	0.0	1	1	FiguredBass	4/2	21	1	0											1	b	
117	117	960	960	4.0	1	1	Chord	4/2	21	1	1	1	1	1177										
118	118	964	964	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1178	ve-									
118	118	966	966	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1179	-lla									
118	118	968	968	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	1180	turba									
118	118	969	969	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	1181	il									
118	118	1939/2	1939/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	1182	tuo									
118	118	970	970	1.5	3/2	3/2	Chord	4/2	3	1	3/8	1/4	3/2	1183	bel									
118	118	1943/2	1943/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	1184	sem-									
118	118	964	964	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
118	118	964	964	8.0	0	0	Chord	4/2	21	1	2	2	1	1185										
119	119	972	972	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1186	-bian-									
119	119	974	974	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	1187	-te									
119	119	1953/2	1953/2	0.5	9/8	9/8	Chord	4/2	3	1	1/8	1/8	1	1188	in									
119	119	977	977	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	1189	co-									
119	119	1955/2	1955/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	1190	-si									
119	119	978	978	1.5	3/2	3/2	Chord	4/2	3	1	3/8	1/4	3/2	1191	lie-									
119	119	1959/2	1959/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	1192	-to									
119	119	972	972	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
119	119	972	972	8.0	0	0	Chord	4/2	21	1	2	2	1	1193										
120	120	980	980	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	1194	di-									
120	120	982	982	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	1195	-gen-									
120	120	983	983	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	1196	-til									
120	120	984	984	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	1197										
120	120	985	985	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	1198	don-									
120	120	986	986	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	1199	-ze-									
120	120	980	980	4.0	0	0	Chord	4/2	21	1	1	1	1	1200										
120	120	984	984	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	#	
120	120	984	984	4.0	1	1	Chord	4/2	21	1	1	1	1	1201										
120	120	985	985	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	4	
120	120	986	986	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
121	121	988	988	4.0	0	0	Chord	4/2	3	1	1	1	1	1202	-lla									
121	121	993	993	2.0	5/4	5/4	Chord	4/2	4	1	1/2	1/2	1	1203	O									
121	121	995	995	0.5	7/4	7/4	Chord	4/2	4	1	1/8	1/8	1	1204	del									
121	121	1991/2	1991/2	0.5	15/8	15/8	Chord	4/2	4	1	1/8	1/8	1	1205	gran									
121	121	988	988	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
121	121	988	988	4.0	0	0	Chord	4/2	21	1	1	1	1	1206										
